koi_disposition,koi_prad,koi_dicco_msky,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_fpflag_co,koi_fittype,koi_dikco_msky
2,1.01,1,0,0,0,0,4,1.2
2,0.8,1.3,0,0,0,0,4,1.57
0,1.68,0.47,1,0,0,0,4,0.47
0,32.21,6.346,0,1,0,1,4,6.402
1,2.52,0.17,0,0,0,0,4,0.15
1,1.76,0.79,0,0,0,0,4,0.79
2,1.41,0.29,0,0,0,0,4,0.2
1,1.5,0.07,0,0,0,0,4,0.15
2,1,1.1,0,0,0,0,4,0.6
0,0.58,2.45,0,1,1,1,4,2.59
2,0.82,1.3,0,0,0,0,4,1.28
2,1.3,0.55,0,0,0,0,4,0.59
2,2.75,0.94,0,0,0,0,4,0.91
2,0.87,1.12,0,0,0,0,4,1.27
0,0.76,5.48,0,0,1,1,4,5.62
2,1.32,1.09,0,0,0,0,4,1.13
0,0.87,7.55,0,1,1,1,4,7.27
0,0.75,5.37,0,0,0,1,4,5.48
0,2.69,0.77,1,0,0,0,4,0.67
0,3.24,1.06,1,0,0,0,4,4.92
0,1.19,7.69,1,0,0,1,4,7.71
2,1.21,0.21,0,0,0,0,4,0.14
1,0.96,0.66,0,0,0,0,4,0.59
1,3.21,0.03,0,0,0,0,4,0.12
1,0.86,0.7,0,0,0,0,4,1.05
2,5.91,0.18,0,0,0,0,4,0.111
2,1.64,12.4,0,0,0,0,4,0.63
1,4.98,0.67,0,0,0,0,4,0.82
2,1.07,0.29,0,0,0,0,4,0.39
2,0.42,1,0,0,0,0,1,0.7
0,4.44,1.58,0,0,0,1,4,1.82
2,1.19,0.26,0,0,0,0,0,0.34
0,1.11,12.99,0,1,0,1,4,12.84
2,1.25,0.4,0,0,0,0,4,0.4
2,0.62,0.62,0,0,0,0,4,0.69
2,0.71,0.36,0,0,0,0,4,0.29
0,11.02,0.05,0,1,0,0,4,0.28
0,0.38,3.5,0,0,1,1,4,3.39
0,1.1,3.52,1,0,0,0,4,3.82
2,0.93,0.82,0,0,0,0,4,0.97
2,1.9,0.08,0,0,0,0,1,0.33
1,0.85,0.6,0,0,0,0,4,0.43
2,1.18,1.9,0,0,0,0,4,1.9
1,2.46,0.03,0,0,0,0,4,0.27
0,93.55,0.17,1,0,0,0,4,0.15
0,0.98,8.616,0,0,0,1,4,8.515
2,1.91,0.55,0,0,0,0,4,0.45
2,21.74,0.17,0,0,0,0,4,0.63
0,8.4,0.023,0,1,0,0,4,0.149
1,1.31,0.53,0,0,0,0,4,0.5
0,1.28,9.47,0,0,0,1,4,9.17
1,2.84,0.67,0,0,0,0,4,0.2
2,1.38,1.1,0,0,0,0,4,1.88
0,11.82,3.71,1,0,0,1,4,3.95
0,0.95,9.487,0,0,0,1,4,9.446
2,1.14,1.5,0,0,0,0,4,1.6
2,0.76,0.39,0,0,0,0,4,0.26
0,0.93,1.08,0,0,1,1,4,1.02
2,3.03,1.23,0,0,0,0,4,2.6
2,1.17,0.26,0,0,0,0,4,0.16
0,1.61,1.21,0,1,1,1,4,1.22
0,1.39,6.3,0,0,1,1,4,3.05
0,1.66,12.32,0,1,1,1,4,12.33
0,1.19,1.87,0,1,1,0,4,1.9
1,1.09,0.72,0,0,0,0,4,0.36
1,2.37,0.49,0,0,0,0,4,0.31
0,35.31,2.48,0,1,0,1,4,2.5
1,1.18,0.32,0,0,0,0,4,0.35
0,44.48,6.856,0,1,0,1,4,6.74
0,39.42,0.95,0,1,0,0,4,0.18
0,0.8,9.31,0,0,0,1,4,9.332
0,0.8,2.7,0,1,1,0,1,2.7
0,1.02,6.52,0,0,0,1,4,7.092
2,1.19,0.83,0,0,0,0,4,0.81
0,1.88,5.23,0,0,0,1,4,5.37
0,2.14,0.62,1,0,0,0,4,0.46
2,1.6,2.1,0,0,0,0,4,3.8
1,0.78,0.1,0,0,0,0,4,0.33
0,0.9,2.49,0,0,1,0,4,2.47
2,0.64,1.97,0,0,0,0,4,1.98
2,1.12,0.82,0,0,0,0,4,0.76
0,1.14,0.33,0,1,1,0,4,0.23
0,7.05,10.46,1,0,0,1,4,10.58
2,3.78,0.45,0,0,0,0,4,0.5
2,0.87,1.22,0,0,0,0,4,1.29
2,3.83,2.2,0,0,0,0,4,1.9
0,1.57,2.7,1,0,0,1,4,2.82
2,2.64,0.67,0,0,0,0,4,0.59
1,2.35,0.31,0,0,0,0,4,0.26
2,0.56,1.05,0,0,0,0,4,2.04
2,0.91,1.51,0,0,0,0,4,1.29
0,0.81,5.45,0,0,1,1,4,5.44
2,0.78,0.95,0,0,0,0,1,1.02
0,0.82,4.68,0,0,0,1,4,4.76
0,0.66,1.03,1,0,1,1,4,0.86
0,24.48,19.78,0,0,0,1,1,19.81
0,2.03,0.87,0,0,1,1,4,1
0,0.46,3.01,0,0,1,1,4,2.89
1,1.56,0.51,0,0,0,0,4,0.43
0,1.18,6.87,0,1,0,1,1,6.3
1,1.62,0.4,0,0,0,0,4,0.43
2,21.26,0.016,0,0,0,0,4,0.176
0,46.14,0.03,0,1,0,0,4,0.04
2,2.06,0.41,0,0,0,0,4,0.39
0,1.7,11.977,1,0,1,1,4,12.023
2,0.89,0.47,0,0,0,0,4,0.66
2,1.03,1.04,0,0,0,0,4,1.03
0,1.09,5.33,0,0,0,1,4,5.41
2,1.26,0.55,0,0,0,0,4,1.27
0,13.28,5.7,1,0,1,0,4,5.5
0,1.23,7.559,0,0,0,1,4,7.533
0,1.41,7.35,0,0,0,1,1,7.39
0,0.61,3.72,0,0,1,1,4,3.66
0,0.59,1.5,0,0,1,1,4,1
1,0.67,1.41,0,0,0,0,4,1.27
0,2.23,0.004,1,0,1,1,4,13.097
2,1.88,0.96,0,0,0,0,4,0.94
2,2.45,0.58,0,0,0,0,4,0.85
1,4.01,0.12,0,0,0,0,4,0.12
0,25.91,0.194,0,1,0,0,4,0.265
2,2.16,0.6,0,0,0,0,4,0.67
2,1.27,1.69,0,0,0,0,4,1.44
1,1.15,0.73,0,0,0,0,4,0.55
0,24.39,2.1,0,1,0,0,4,0.101
2,1.69,1.24,0,0,0,0,4,1.59
0,0.93,6.55,1,0,0,1,4,6.69
2,2.21,2,0,0,0,0,4,9.6
2,2.61,0.56,0,0,0,0,4,0.54
2,0.6,1.03,0,0,0,0,4,1.15
0,0.65,2.16,1,0,1,0,4,2.18
2,0.65,0.63,0,0,0,0,4,0.24
1,1.67,2.43,0,0,0,0,4,0.5
1,1.94,0.85,0,0,0,0,4,0.95
2,7.71,0.015,0,0,0,0,4,0.139
0,1.04,8.92,0,1,0,1,4,8.76
2,1.36,0.54,0,0,0,0,4,0.19
0,48.98,2.018,0,1,0,1,4,2.138
0,0.85,8.09,0,1,1,1,4,8.21
2,1.4,0.87,0,0,0,0,4,0.89
2,0.85,1.38,0,0,0,0,4,1.82
0,0.86,3.5,1,0,0,1,4,3.7
1,1.2,0.74,0,0,0,0,4,0.68
2,2.08,2.44,0,0,0,0,4,2.32
0,0.73,9.47,0,0,0,1,4,9.52
0,0.72,1.27,0,0,1,1,4,1.3
0,0.49,2.29,0,1,0,0,4,3.69
2,0.99,0.8,0,0,0,0,4,0.7
2,1.04,1.95,0,0,0,0,1,2.02
0,1.33,2.54,0,0,1,1,4,2.71
1,1.94,0.2,0,0,0,0,4,0.3
2,0.76,1.2,0,0,0,0,4,1.04
2,1.66,0.87,0,0,0,0,4,0.67
0,22.56,0.46,0,1,0,0,4,0.6
0,428.62,0.506,0,1,0,0,4,0.19
2,1.82,3,0,0,0,0,4,3.2
0,29.26,8.4,1,0,1,1,4,8.55
2,1.07,1.89,0,0,0,0,4,1.96
2,0.65,1.89,0,0,0,0,4,1.58
2,3.17,1.07,0,0,0,0,4,1.01
2,2.23,0.23,0,0,0,0,4,0.34
0,0.79,14.565,0,0,1,1,0,14.543
0,0.71,0.3,1,0,0,0,4,0.54
0,44.9,13.703,0,1,0,1,4,13.532
2,1.16,1.1,0,0,0,0,4,1.3
0,5.38,3.19,0,0,1,1,4,2.87
0,0.92,4.13,0,0,0,1,4,4.21
2,2.67,1.28,0,0,0,0,4,1.14
2,1.89,0.42,0,0,0,0,4,1
2,1.12,1.78,0,0,0,0,4,1.1
0,3.11,6.213,0,0,0,1,4,6.164
1,2.24,0.26,0,0,0,0,4,0.39
0,1.18,0.74,0,0,1,1,4,1.05
0,0.97,6.53,0,0,0,1,4,6.58
1,1.3,0.19,0,0,0,0,4,0.5
2,2.86,3.26,0,0,0,0,4,3.2
0,20.52,0.4,0,1,0,0,4,0.41
0,0.49,0.56,0,0,0,1,4,0.45
2,0.82,3.13,0,0,0,0,4,3.23
0,32.84,2.87,0,0,1,0,4,3.09
2,1.12,0.66,0,0,0,0,4,0.74
0,1.85,5.4,0,0,0,1,4,5
2,28.98,1.11,0,0,0,0,1,1.09
0,1.92,2.35,0,0,1,1,4,2.34
2,11.67,0.34,0,0,0,0,4,0.27
0,30.32,5.85,0,1,0,1,4,5.95
0,36.8,3.12,0,1,1,1,4,2.78
2,0.8,1,0,0,0,0,4,0.79
1,3.19,0.79,0,0,0,0,4,0.71
0,2.78,0.31,0,1,0,0,4,0.51
1,2.32,0.79,0,0,0,0,4,0.63
0,0.75,2.2,0,1,0,0,4,0.49
1,2.22,0.77,0,0,0,0,4,0.87
2,1.72,0.41,0,0,0,0,4,0.55
0,1.59,6.75,0,0,1,1,4,7.05
2,0.97,0.37,0,0,0,0,4,0.36
2,1.46,0.09,0,0,0,0,4,0.14
0,0.84,7.85,1,0,0,1,4,8.12
2,1.48,0.83,0,0,0,0,4,0.83
0,0.73,2.529,1,0,0,0,4,2.512
1,4.63,0.36,0,0,0,0,4,0.45
2,1.39,1.2,0,0,0,0,4,1.1
2,1.08,1.76,0,0,0,0,4,1.74
2,1.51,0.2,0,0,0,0,4,0.23
0,0.8,0.7,0,0,1,0,4,0.8
0,1.7,3.83,1,0,0,0,4,3.77
2,2.42,2.79,0,0,0,0,4,0.9
1,2.58,0.24,0,0,0,0,4,0.31
1,1.75,0.14,0,0,0,0,4,0.06
1,0.97,0.28,0,0,0,0,4,0.48
0,1.97,5.2,0,0,1,1,4,6.455
0,39.59,0.05,1,0,0,0,4,0.15
2,1.93,0.4,0,0,0,0,4,0.33
2,3.19,1.04,0,0,0,0,4,1.18
0,0.51,5.89,0,0,0,1,4,5.73
2,0.69,0.62,0,0,0,0,1,0.62
2,1.51,0.44,0,0,0,0,4,0.74
0,0.92,8.38,0,0,0,1,1,8.29
0,0.78,6.95,0,0,0,1,4,6.85
2,1.67,1.24,0,0,0,0,4,1.28
2,1.1,0.7,0,0,0,0,4,0.75
2,1.18,1.6,0,0,0,0,4,1.8
0,0.95,2.23,0,0,1,1,4,2.28
2,2.72,1.7,0,0,0,0,1,1.76
1,1.41,0.61,0,0,0,0,4,0.68
1,1.6,0.36,0,0,0,0,4,0.41
1,3.35,0.34,0,0,0,0,4,0.39
0,7.76,5.5,1,0,1,0,4,5.6
0,24.73,4.99,0,1,0,1,4,4.9
2,1.28,0.51,0,0,0,0,4,0.52
2,1.75,0.7,0,0,0,0,4,0.6
2,8.17,1.11,0,0,0,0,4,1.19
0,42.5,0.155,0,1,0,0,4,0.072
0,7.29,4.06,1,0,1,1,4,4.15
0,1.71,0.5,1,0,0,0,4,0.5
2,1.65,0.8,0,0,0,0,4,0.69
0,13.68,0.26,1,0,0,0,1,0.29
2,2.26,0.61,0,0,0,0,4,0.59
2,1.27,1.5,0,0,0,0,4,2.19
0,4.25,0.38,1,0,0,0,0,0.36
0,0.77,6.78,0,1,1,1,4,6.44
2,1.78,0.83,0,0,0,0,1,0.81
0,8.15,7.482,0,1,1,1,4,7.653
0,3.23,13.446,0,1,1,1,4,13.324
0,39.94,3.28,0,1,1,1,4,3.29
0,42.91,5.27,0,1,1,1,4,5.34
0,1.6,4.92,0,1,0,1,4,5.03
2,1.54,0.82,0,0,0,0,4,0.97
0,1.12,10.57,0,0,1,1,4,10.36
0,9.75,2.51,0,1,1,1,4,2.38
2,1.29,0.94,0,0,0,0,4,1.17
2,3.13,0.35,0,0,0,0,4,0.25
0,90.09,0.53,0,1,0,0,4,0.48
0,81.01,0.95,1,0,0,0,4,0.88
2,1.01,0.73,0,0,0,0,4,0.74
2,1.85,0.15,0,0,0,0,4,0.28
2,1.31,1.79,0,0,0,0,4,1.75
0,2722.92,7.589,1,0,0,0,4,0.1
0,3.8,1.78,1,0,1,1,4,1.66
2,0.79,1.26,0,0,0,0,4,1.3
0,2.52,2.18,1,0,1,1,0,2.12
0,30.94,4.948,0,1,0,0,4,4.685
0,109.72,0.003,0,1,0,0,4,0.061
0,21.93,0.108,0,1,0,0,4,0.13
0,61.54,0.02,0,1,0,0,4,0.169
0,51.77,0.2,0,1,1,1,4,8.008
1,2.39,0.48,0,0,0,0,4,0.43
0,22.25,0.037,0,1,1,1,4,11.27
2,0.9,3.1,0,0,0,0,4,3.3
1,3.94,0.57,0,0,0,0,4,0.29
0,1.12,6.13,0,0,0,1,4,6.18
2,1.88,1.01,0,0,0,0,4,0.56
2,1.45,0.99,0,0,0,0,4,1.11
0,51.86,6.988,0,1,0,0,4,0.368
2,1.24,1.7,0,0,0,0,4,1.79
0,1.58,2.57,0,0,0,1,4,3.53
1,1.14,1.24,0,0,0,0,4,0.78
2,2.27,1.63,0,0,0,0,4,1.48
1,2.18,0.31,0,0,0,0,4,0.54
2,3.51,0.41,0,0,0,0,4,0.42
0,87.2,0.017,0,1,0,0,4,0.071
0,49.34,0.037,0,1,0,0,4,0.112
0,1.37,1.11,0,0,1,0,0,6.75
2,2.83,0.77,0,0,0,0,4,0.8
0,193.91,2.1,0,1,0,0,4,5.1
0,59.15,0.231,0,1,0,0,4,0.174
0,65,8.6,0,1,1,0,4,18.7
0,45.43,0.001,0,1,0,0,4,0.21
0,35.18,4.41,0,1,0,0,4,0.252
0,1.2,4.1,0,0,1,1,4,1.41
0,26,0.036,0,1,0,0,4,0.165
0,59.23,3.38,0,1,0,0,4,0.098
0,40.46,0.9,0,1,0,1,4,0.104
2,1.52,0.57,0,0,0,0,4,0.46
1,1.23,0.3,0,0,0,0,4,0.36
2,4.05,0.39,0,0,0,0,4,0.35
2,1.32,0.76,0,0,0,0,4,0.75
2,2.28,0.24,0,0,0,0,4,0.29
0,22.31,0.022,0,1,0,0,4,0.147
1,1.08,0.48,0,0,0,0,4,0.41
0,1.26,10.35,0,0,0,1,4,7.366
0,36,0.119,0,0,0,1,4,0.213
1,2.19,0.26,0,0,0,0,4,0.11
2,2.21,1.43,0,0,0,0,4,1.52
0,56.02,0.018,0,1,0,0,4,0.159
0,49.76,0.009,1,0,0,0,4,0.104
0,197.85,0.078,0,1,0,0,4,0.165
0,83.77,0.008,0,1,0,0,4,0.127
0,61.42,0.057,0,1,0,0,4,0.129
0,153.32,0.056,0,1,0,0,4,0.021
0,89.83,0.003,0,1,0,0,4,0.11
0,55.07,4.02,0,1,0,0,4,0.108
0,29.34,0.043,0,1,0,0,4,0.053
0,44.3,0.316,0,1,0,0,4,0.244
0,140.22,0.033,0,1,0,0,4,0.162
1,1.67,0.22,0,0,0,0,4,0.25
0,48.69,0.018,0,1,0,0,4,0.222
2,2.75,0.71,0,0,0,0,4,0.36
0,0.46,9.309,0,1,0,1,4,9.292
1,1.65,0.5,0,0,0,0,4,0.44
2,1.95,0.25,0,0,0,0,4,0.41
2,2.57,0.8,0,0,0,0,4,0.24
2,0.99,0.2,0,0,0,0,4,0.21
1,2.07,0.64,0,0,0,0,4,0.55
0,1.11,1.3,0,0,0,1,4,2.2
2,0.76,0.24,0,0,0,0,4,0.76
2,4.98,0.016,0,0,0,0,4,0.546
2,0.5,0.77,0,0,0,0,4,0.35
1,4.47,0.37,0,0,0,0,4,0.29
0,147.83,0.011,0,1,0,0,4,0.316
0,0.69,0.82,0,0,1,1,4,0.87
1,2.8,0.58,0,0,0,0,4,0.72
0,76.53,2.45,0,1,0,0,4,2.63
0,54.91,0.002,0,1,0,0,4,0.138
0,72.8,0.004,0,1,0,0,4,0.079
0,144.85,9.699,1,0,0,0,4,0.054
0,43.06,0.13,0,1,0,0,4,0.099
2,1.52,0.59,0,0,0,0,4,0.45
0,51.32,0.067,0,1,0,0,4,0.095
0,34.07,0.21,0,1,0,0,4,0.398
0,91.3,0.022,0,1,0,0,4,0.264
0,172.25,6.02,0,1,0,0,4,0.163
0,38.3,0.12,0,1,0,0,4,0.127
1,2.6,0.18,0,0,0,0,4,0.17
0,1.65,8.21,0,0,1,1,4,8.03
0,16.74,7.74,0,0,0,1,4,8.09
2,2.09,0.73,0,0,0,0,4,0.89
2,3.89,1.16,0,0,0,0,4,1.14
2,1.89,1.86,0,0,0,0,4,2.04
2,2.62,0.15,0,0,0,0,4,0.2
0,38.61,0.021,0,1,0,0,4,0.076
0,1.09,3.28,0,1,1,1,4,3.14
2,1.58,0.58,0,0,0,0,4,0.57
0,53.3,0.004,0,1,0,0,4,0.072
0,46.61,0.024,0,1,0,0,4,0.092
0,112.86,0.012,0,1,0,0,4,0.146
0,55.04,3.9,0,1,0,0,4,0.083
0,68.38,3.12,1,0,0,0,4,0.075
0,25.52,2.703,0,0,0,1,4,2.861
0,50.88,0.003,0,1,0,0,4,0.043
0,112.12,5.05,0,1,0,0,4,0.27
0,39.38,0.54,0,1,0,0,4,0.044
2,1.08,0.23,0,0,0,0,4,0.23
0,44.35,1.47,0,1,0,0,4,0.08
0,505.94,0.13,1,0,0,0,3,0.24
0,53.03,2.77,0,1,0,0,4,0.133
1,1.02,0.21,0,0,0,0,4,0.06
1,1.41,0.53,0,0,0,0,4,0.56
0,88.28,0.006,0,1,0,0,4,0.091
0,54.35,0.068,0,1,0,0,4,0.1
2,5.03,0.58,0,0,0,0,4,0.43
0,1.08,10.52,0,0,0,1,4,10.53
0,61.81,0.029,0,1,0,0,4,0.111
0,66.27,0.018,0,1,0,0,4,0.039
2,1.45,0.64,0,0,0,0,4,0.48
1,1.08,0.58,0,0,0,0,4,0.46
0,0.89,0.7,1,0,0,0,0,0.6
0,118.33,7.033,0,1,1,1,4,7.153
2,0.79,0.55,0,0,0,0,4,0.53
1,2.39,0.1,0,0,0,0,4,0.05
0,63.23,0.33,0,1,0,0,4,0.04
0,53.89,0.037,0,1,0,0,4,0.205
0,1.39,8.28,0,0,0,1,4,8.31
0,47.83,0.041,0,1,0,0,4,0.16
0,125.68,4.97,0,1,0,0,4,0.203
0,64.91,7.64,0,1,0,0,4,0.355
0,36.63,4.55,0,1,1,1,4,5.349
0,38.79,0.035,0,1,0,0,4,0.205
1,1.04,0.16,0,0,0,0,4,0.12
0,65.76,0.019,0,1,0,0,4,0.34
0,35.1,8.67,0,1,1,1,4,4.49
2,3.98,1.52,0,0,0,0,4,1.49
0,42.62,0.098,0,1,0,0,4,0.038
0,1.14,10.021,0,0,0,1,4,10.029
2,1.28,1.55,0,0,0,0,4,1.34
0,31.66,0.066,0,1,0,0,4,0.209
1,1.45,0.34,0,0,0,0,4,0.29
2,1.75,0.37,0,0,0,0,4,0.1
2,0.93,0.49,0,0,0,0,4,0.3
0,1.69,0.09,1,0,0,0,4,0.09
2,2.25,0.06,0,0,0,0,4,0.17
0,2.04,7.9,0,1,1,1,4,6.25
0,61.44,0.012,0,1,0,0,4,0.081
0,43.45,11.402,0,1,0,0,4,0.441
0,47.52,0.068,1,0,0,0,4,0.114
0,0.77,2.17,1,0,0,1,4,2.11
0,56.66,0.035,0,1,0,0,4,0.131
0,60.49,0.019,0,1,0,0,1,0.054
0,16.67,0.113,0,1,0,0,4,0.282
0,44.86,0.118,0,1,0,0,4,0.31
0,70.65,1.53,0,1,0,0,4,0.086
1,2.99,0.31,0,0,0,0,4,0.26
1,2.64,0.23,0,0,0,0,4,0.08
1,4.35,0.34,0,0,0,0,4,0.35
2,1.79,0.74,0,0,0,0,4,0.76
2,1.11,0.7,0,0,0,0,4,0.74
0,0.77,2.16,0,1,1,1,4,2.21
2,1.82,0.48,0,0,0,0,4,0.43
2,1.88,0.27,0,0,0,0,4,0.5
2,2.21,1.23,0,0,0,0,4,1
0,90.37,0.28,0,1,0,0,4,0.35
1,0.81,0.27,0,0,0,0,4,0.52
0,1.35,1.83,0,0,1,1,4,4.8
0,48.38,6.08,0,1,0,0,4,0.056
0,54.16,0.007,0,1,0,0,4,0.121
0,168.68,5.83,0,1,1,1,4,6
0,58.77,4.9,0,1,0,0,4,0.105
0,97.39,0.023,0,1,0,0,4,0.195
0,0.67,4.57,0,0,1,1,4,4.68
0,278.81,6.46,0,1,0,0,4,0.112
0,40.74,0.021,0,1,0,0,4,0.15
0,35.35,10.039,0,1,0,0,4,0.069
0,60.35,0.067,0,1,0,0,4,0.05
0,52.09,6.334,0,1,1,1,4,6.696
0,0.81,2.67,0,1,0,1,0,2.56
0,33.4,0.518,0,1,0,0,4,0.524
0,150.48,0.65,0,1,0,0,4,0.096
2,2.35,0.74,0,0,0,0,4,0.72
1,5.05,0.16,0,0,0,0,4,0.61
2,7.97,0.27,0,0,0,0,4,0.24
0,0.67,8.31,0,0,1,1,4,8.43
2,3.58,0.23,0,0,0,0,4,0.2
0,29.61,0.456,0,1,1,1,4,4.501
0,138.25,0.023,0,1,0,0,4,0.099
1,3.22,0.58,0,0,0,0,4,0.62
2,1.91,0.11,0,0,0,0,4,0.02
0,0.74,4.35,1,0,1,1,4,4.43
1,3.46,0.15,0,0,0,0,4,0.65
2,1.61,1.31,0,0,0,0,4,1.96
0,25.8,0.01,0,1,0,0,4,0.162
0,45.27,0.041,0,1,0,0,4,0.141
0,41.75,0.541,0,1,0,0,4,0.245
0,0.52,5.61,0,0,0,1,4,5.76
0,57.35,0.055,0,1,0,0,4,0.15
0,49.6,0.047,0,1,0,0,4,0.075
0,40.43,0.135,0,1,0,0,4,0.159
0,110.58,6.807,0,1,0,1,4,6.993
0,44.35,0.025,0,1,0,0,4,0.038
0,1.09,8.6,1,0,0,1,4,8.84
0,92.78,0.016,0,1,0,0,4,0.092
0,79.08,11.612,0,1,0,0,4,0.083
0,62.24,3.57,0,1,0,0,4,0.135
0,2.55,0.08,1,0,0,0,4,0.07
2,1.96,0.33,0,0,0,0,4,0.43
0,1.41,3.21,1,0,0,0,4,3.2
2,6.81,1.62,0,0,0,0,4,1.64
0,33.27,0.029,0,1,0,0,4,0.179
1,2.23,1.26,0,0,0,0,4,1.18
1,2,0.48,0,0,0,0,4,0.65
0,36.7,0.352,0,1,0,0,4,0.149
2,1.04,0.78,0,0,0,0,4,0.99
2,1.14,1.41,0,0,0,0,4,1.26
2,6.96,0.16,0,0,0,0,4,0.06
2,1.83,0.65,0,0,0,0,4,0.74
1,3.56,0.2,0,0,0,0,4,0.18
0,630.53,3.2,0,1,0,0,4,0.355
2,1.57,0.59,0,0,0,0,4,0.56
0,41.22,0.012,0,1,0,0,4,0.023
0,52.16,0.016,0,1,0,0,4,0.154
0,63.68,0.005,0,1,0,0,4,0.201
0,37.88,0.112,0,1,0,0,4,0.043
0,28.75,0.009,0,1,0,0,4,0.024
2,2.29,0.67,0,0,0,0,4,0.64
0,22.76,6.1,0,1,0,0,4,0.08
1,1.41,0.45,0,0,0,0,4,0.65
2,2.87,0.53,0,0,0,0,4,0.84
2,1.2,0.51,0,0,0,0,4,0.5
0,0.76,0.71,1,0,0,0,0,0.61
1,1.82,1.28,0,0,0,0,4,1.33
1,2.89,0.66,0,0,0,0,4,0.84
2,1.65,1.13,0,0,0,0,4,1.21
0,7.34,9.284,0,1,1,1,4,9.417
0,1.33,6.54,0,1,0,1,1,6.58
0,53.27,0.173,0,1,0,0,4,0.038
0,19.89,5.2,0,0,0,1,4,5.19
0,26.21,0.161,0,1,0,0,4,0.112
2,3.07,0.24,0,0,0,0,4,0.35
0,56.63,0.009,0,1,0,0,4,0.085
0,46.52,0.14,0,1,0,0,4,0.046
0,90.92,0.021,0,1,0,0,4,0.105
0,1668.79,0.18,0,1,0,0,4,0.021
2,2.58,0.05,0,0,0,0,4,0.02
0,136.64,0.024,0,1,0,0,4,0.122
2,1.56,0.22,0,0,0,0,4,0.19
0,40.17,7.35,1,1,1,1,4,7.294
0,5.33,7.423,0,1,1,1,4,7.371
2,2.55,0.35,0,0,0,0,4,0.16
2,0.84,1.63,0,0,0,0,4,1.62
2,1.06,0.79,0,0,0,0,4,0.8
1,2.09,1.11,0,0,0,0,4,1.09
2,12.68,0.025,0,0,0,0,4,0.061
1,3.65,0.03,0,0,0,0,4,0.23
2,10.61,1.61,0,0,0,0,4,1.02
0,57.08,0.013,0,1,0,0,4,0.027
2,1.14,1.04,0,0,0,0,4,0.89
2,1.15,1.07,0,0,0,0,4,0.76
2,3.68,0.38,0,0,0,0,4,0.38
2,1.91,0.55,0,0,0,0,4,0.66
2,2.08,2.28,0,0,0,0,4,2.38
1,4.17,1.03,0,0,0,0,4,0.97
0,76.26,0.026,0,1,0,0,4,0.109
0,44,0.005,0,1,0,0,4,0.079
0,41.71,0.24,0,1,0,0,4,0.15
0,35.12,4.776,0,1,0,0,4,0.093
0,76.02,4.25,0,1,0,1,4,0.21
0,54.24,0.072,1,0,0,0,4,0.195
0,1.5,7.44,0,0,0,1,4,7.53
0,129.04,0.22,0,1,0,0,4,0.42
2,2.13,1.1,0,0,0,0,4,1.05
2,1.48,0.8,0,0,0,0,4,0.9
0,44.7,0.191,0,1,0,0,4,0.053
2,2.89,1.36,0,0,0,0,4,1.26
2,1.88,0.56,0,0,0,0,4,0.44
0,22.32,0.035,0,1,0,0,4,0.18
1,1.77,0.2,0,0,0,0,4,0.57
2,1.25,0.73,0,0,0,0,4,0.58
1,3.26,0.21,0,0,0,0,4,0.11
1,3.85,0.06,0,0,0,0,4,0.07
0,2.66,1.89,1,0,1,1,0,1.59
2,1.63,0.3,0,0,0,0,4,0.83
0,38.01,3.91,0,1,0,0,4,0.103
0,49.2,0.041,0,1,0,0,4,0.081
0,0.64,3.43,1,0,1,0,4,3.51
0,37.39,5.39,0,0,0,1,4,5.32
0,78.3,7.053,0,1,0,0,4,0.135
0,15.49,0.198,0,1,0,0,4,0.268
0,55.44,0.21,0,1,0,0,4,0.134
0,92.5,0.032,0,1,0,0,4,0.154
0,3.66,7,0,1,1,0,4,6.7
1,1.51,0.52,0,0,0,0,4,0.54
0,1543.74,3.937,0,1,0,0,4,0.061
1,1.68,0.61,0,0,0,0,4,0.56
1,1.54,0.28,0,0,0,0,4,0.27
1,1.53,0.7,0,0,0,0,4,0.68
2,1.92,0.54,0,0,0,0,4,0.65
2,1.49,0.52,0,0,0,0,4,0.69
1,2.2,0.72,0,0,0,0,4,0.7
0,149.98,0.012,0,1,0,0,4,0.111
2,2.24,1.24,0,0,0,0,4,1.1
2,1.7,1.74,0,0,0,0,4,1.82
2,3.46,1.24,0,0,0,0,4,1.42
2,13.01,2.41,0,0,0,0,4,2.73
1,4.2,0.25,0,0,0,0,4,0.32
0,0.77,1.48,1,0,0,0,4,1.79
0,8.02,0.009,0,1,0,0,4,0.108
0,1.5,8.52,0,1,0,1,4,8.491
2,4.52,0.34,0,0,0,0,0,0.115
2,2.03,0.5,0,0,0,0,4,0.68
2,1.72,0.85,0,0,0,0,4,0.7
0,80.02,0.012,0,1,0,0,4,0.023
0,41.72,1.814,0,1,0,1,4,1.889
0,282.86,0.104,0,1,0,0,4,0.03
0,0.85,1.5,0,0,1,0,4,1.5
0,104.17,3.98,0,1,0,0,4,0.075
0,23.38,0.025,0,1,0,0,4,0.113
1,2.24,0.49,0,0,0,0,4,0.31
0,1183.06,0.021,0,1,0,0,4,0.051
0,41.66,0.269,0,1,0,0,4,0.113
0,4.41,1.47,1,0,0,0,4,1.42
1,1.68,0.12,0,0,0,0,4,0.3
2,2.25,0.3,0,0,0,0,4,0.1
2,2.8,0.35,0,0,0,0,4,0.33
