koi_disposition,koi_prad,koi_dicco_msky,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_fpflag_co,koi_fittype,koi_dikco_msky
1,5.81,0.393,0,0,0,0,4,0.325
1,3.36,0.33,0,0,0,0,4,0.33
1,5.09,0.04,0,0,0,0,4,0.06
2,2.31,0.42,0,0,0,0,4,0.42
1,1.94,0.24,0,0,0,0,4,0.28
1,2.34,0.43,0,0,0,0,4,0.4
1,2.45,0.17,0,0,0,0,4,0.06
1,1.33,0.31,0,0,0,0,4,0.45
2,1.57,0.16,0,0,0,0,4,0.38
1,1.73,0.26,0,0,0,0,4,0.16
1,2.42,0.6,0,0,0,0,4,0.55
2,1.37,0.23,0,0,0,0,4,0.89
1,4.59,0.345,0,0,0,0,4,0.11
1,4,0.24,0,0,0,0,4,0.26
2,20.75,3.22,0,0,0,0,4,0.29
1,1.6,0.146,0,0,0,0,4,0.287
2,3.44,0.17,0,0,0,0,4,0.14
1,1.5,0.2,0,0,0,0,4,0.07
1,1.6,0.4,0,0,0,0,4,0.4
1,1.87,0.32,0,0,0,0,4,0.23
1,0.92,1.13,0,0,0,0,4,1
2,0.68,0.76,0,0,0,0,4,0.88
1,0.79,0.36,0,0,0,0,4,0.51
2,1.3,0.61,0,0,0,0,4,0.64
2,1.08,0.62,0,0,0,0,4,0.66
0,5.31,8.504,0,1,1,1,4,8.729
1,1.37,0.33,0,0,0,0,4,0.44
2,1.24,0.29,0,0,0,0,4,0.06
1,1.2,0.66,0,0,0,0,4,0.57
1,1.39,0.28,0,0,0,0,4,0.14
1,1.51,0.45,0,0,0,0,4,0.72
2,1.94,0.7,0,0,0,0,4,0.92
1,2.06,0.33,0,0,0,0,4,0.38
1,2.26,0.8,0,0,0,0,4,0.65
1,3.37,0.21,0,0,0,0,4,0.26
1,1.22,0.48,0,0,0,0,4,0.52
2,0.64,1.55,0,0,0,0,4,1.63
2,0.37,1.7,0,0,0,0,4,1.8
1,1.43,0.25,0,0,0,0,4,0.43
0,12.36,3.941,0,1,1,1,4,4.455
0,37.24,0.594,0,1,0,0,4,0.185
2,3.41,0.27,0,0,0,0,4,0.25
2,13.72,0.16,0,0,0,0,4,0.19
2,0.94,0.64,0,0,0,0,4,0.67
1,1.09,0.74,0,0,0,0,4,0.62
1,1.5,0.8,0,0,0,0,4,0.92
0,1.31,0.72,0,0,1,1,4,6.325
0,46.43,0.45,1,0,0,0,4,0.52
2,1.57,1.43,0,0,0,0,4,0.59
1,2.42,1.06,0,0,0,0,4,1.19
1,2.04,0.86,0,0,0,0,4,0.81
2,0.59,0.55,0,0,0,0,4,0.51
1,1.42,0.08,0,0,0,0,4,0.61
1,4.75,0.57,0,0,0,0,4,0.96
2,3.21,0.39,0,0,0,0,4,0.48
0,9.48,8.883,0,0,0,1,4,8.986
1,1.49,0.45,0,0,0,0,4,0.51
1,1.47,0.94,0,0,0,0,4,1.03
1,1.68,0.5,0,0,0,0,4,0.7
2,1.42,0.53,0,0,0,0,4,0.84
1,3.1,0.4,0,0,0,0,4,0.53
0,50.6,0.189,0,1,0,0,4,0.173
1,2.64,0.19,0,0,0,0,4,0.03
0,31.18,8.46,1,0,0,1,4,7.82
1,1.21,0.1,0,0,0,0,4,0.36
2,1.68,0.8,0,0,0,0,4,0.84
1,0.77,0.38,0,0,0,0,4,0.29
2,1.15,0.94,0,0,0,0,4,1.17
2,1.5,0.09,0,0,0,0,4,0.43
2,2.22,1.01,0,0,0,0,4,0.88
2,0.84,0.45,0,0,0,0,4,0.49
1,1.47,0.25,0,0,0,0,4,0.34
1,1.3,0.45,0,0,0,0,4,0.45
1,1.61,0.74,0,0,0,0,4,0.7
2,2.12,2.42,0,0,0,0,4,0.09
2,1.77,3.35,0,0,0,0,4,0.06
2,1.91,0.06,0,0,0,0,4,0.28
1,1.5,0.24,0,0,0,0,4,0.52
2,1.82,1.7,0,0,0,0,4,0.45
2,1.88,0.19,0,0,0,0,4,0.17
1,1.48,0.12,0,0,0,0,4,0.06
0,1.33,10.354,0,0,0,1,4,10.551
1,1.34,0.24,0,0,0,0,4,0.28
1,4.96,0.46,0,0,0,0,4,0.36
0,0.86,1.9,0,0,1,1,4,1.97
1,10.6,0.015,0,0,0,0,4,0.359
1,1.35,0.98,0,0,0,0,4,1.01
0,1.82,9.909,0,0,1,1,4,9.917
0,16.99,5.93,1,0,0,1,4,5.85
1,2.89,0.39,0,0,0,0,4,0.31
1,2.53,0.88,0,0,0,0,4,1.36
1,1.68,0.27,0,0,0,0,4,0.55
1,3.41,0.18,0,0,0,0,4,0.22
1,1.64,0.58,0,0,0,0,4,0.54
1,1.49,0.52,0,0,0,0,4,0.57
1,1.6,0.24,0,0,0,0,4,0.13
1,2.33,0.61,0,0,0,0,4,0.54
0,4.91,1.92,0,0,0,1,4,1.91
0,0.91,5.45,0,0,0,1,4,5.39
0,1.33,4.6,0,0,1,1,4,4.6
1,1.21,0.17,0,0,0,0,4,0.34
2,1.37,0.47,0,0,0,0,4,2.84
2,0.96,0.28,0,0,0,0,4,0.32
2,2.15,0.7,0,0,0,0,4,0.25
1,1.94,0.14,0,0,0,0,4,0.16
0,1.88,5.4,0,1,0,1,4,5.38
1,1.2,0.53,0,0,0,0,4,0.54
1,1.14,0.53,0,0,0,0,4,0.47
1,1,1.5,0,0,0,0,4,1.52
2,0.55,0.85,0,0,0,0,4,0.77
1,1.59,0.84,0,0,0,0,4,0.93
1,2.32,0.6,0,0,0,0,4,0.7
1,1.86,0.75,0,0,0,0,4,0.72
0,1.1,3.22,0,0,1,1,4,3.24
1,2.78,0.54,0,0,0,0,4,0.37
1,2.25,0.13,0,0,0,0,4,0.23
1,0.73,0.53,0,0,0,0,4,0.99
0,2.45,5.3,0,0,0,1,4,5.27
0,2.11,5,0,1,0,1,4,5.01
0,23.45,0.059,0,1,0,0,4,0.135
0,1.32,7.611,0,0,1,1,4,7.651
0,1.03,3.78,0,0,0,1,4,4.07
2,20.83,0.1,0,0,0,0,4,0.01
2,25.95,0.32,0,0,0,0,4,0.44
0,2.35,0.97,0,0,1,0,4,5.013
1,2.47,0.32,0,0,0,0,4,0.353
1,2.94,0.16,0,0,0,0,4,0.39
1,1.75,0.16,0,0,0,0,4,0.22
1,1.83,0.3,0,0,0,0,4,0.26
1,0.7,1.33,0,0,0,0,4,1.21
0,1.15,7.81,0,0,0,1,4,7.79
1,1.9,3.64,0,0,0,0,4,3.16
0,2.11,5.09,0,1,1,1,4,5.4
0,17.94,4.22,0,0,0,1,4,3.96
2,0.96,0.63,0,0,0,0,4,0.86
1,2.34,0.53,0,0,0,0,4,0.61
0,29.27,7.1,0,1,1,1,4,7.1
1,1.79,0.49,0,0,0,0,4,0.55
2,1.93,0.53,0,0,0,0,4,0.52
2,1.53,0.21,0,0,0,0,4,0.36
1,1.59,0.52,0,0,0,0,4,0.47
1,2.13,0.07,0,0,0,0,4,0.29
2,0.87,0.62,0,0,0,0,4,0.79
2,2.01,0.9,0,0,0,0,4,0.65
1,1.4,0.18,0,0,0,0,4,0.34
0,46.07,0.134,0,1,0,0,4,0.068
0,24.4,0.031,0,1,0,0,4,0.106
2,59.5,16.23,0,0,0,0,4,0.971
1,4.7,0.07,0,0,0,0,4,0.053
0,1.5,3.1,0,0,0,1,4,9.6
1,1.85,0.29,0,0,0,0,4,0.22
1,3.12,0.02,0,0,0,0,4,0.09
1,2.94,0.26,0,0,0,0,4,0.19
2,1.51,2.59,0,0,0,0,4,1.42
1,1.13,0.27,0,0,0,0,4,0.33
1,2.13,0.13,0,0,0,0,4,0.12
0,18.13,10.5,0,0,0,1,4,10.37
0,1.09,10.13,0,1,0,1,4,10.13
2,0.6,0.8,0,0,0,0,4,0.5
1,0.95,0.73,0,0,0,0,4,0.85
1,1.66,0.28,0,0,0,0,4,0.25
1,1.13,0.28,0,0,0,0,4,0.41
1,1.5,0.42,0,0,0,0,4,0.48
2,1.33,0.35,0,0,0,0,4,0.44
2,0.58,0.31,0,0,0,0,4,0.37
2,2.08,0.17,0,0,0,0,4,0.11
0,2.57,0.3,0,1,0,0,4,0.34
1,2.39,0.24,0,0,0,0,4,0.23
0,29.55,9.57,0,1,1,1,4,9.61
0,2.6,3.19,0,0,0,1,4,4.04
1,2.59,0.24,0,0,0,0,4,0.36
1,0.72,4.2,0,0,0,0,4,3.83
1,1.93,0.7,0,0,0,0,4,0.69
2,3.14,0.3,0,0,0,0,4,0.49
2,28.47,0.56,0,0,0,0,4,0.46
0,1.33,8.88,0,0,0,1,4,8.8
2,1.43,0.68,0,0,0,0,4,0.6
1,1.21,0.54,0,0,0,0,4,0.48
1,1.19,0.14,0,0,0,0,4,0.23
2,2.87,0.23,0,0,0,0,4,0.29
1,12.94,0.08,0,0,0,0,4,0.091
0,51.34,1.19,0,1,0,0,4,1.3
1,2.54,0.041,0,0,0,0,4,0.2
1,0.79,0.25,0,0,0,0,4,0.59
1,2.66,0.66,0,0,0,0,4,0.61
0,6.51,0.208,0,1,0,0,4,0.174
0,0.73,4.02,0,0,0,1,4,3.82
2,3.47,0.56,0,0,0,0,4,0.39
0,1.51,2.95,0,0,0,1,4,3.01
0,1.8,8.68,0,1,0,1,4,8.71
1,1.92,0.19,0,0,0,0,4,0.21
1,1.32,0.5,0,0,0,0,4,0.5
0,0.81,8.268,0,0,0,1,4,8.462
1,1.95,0.24,0,0,0,0,4,0.28
0,24.2,1.48,0,0,1,0,4,1.46
2,2.25,0.64,0,0,0,0,4,0.81
1,1.75,0.35,0,0,0,0,4,0.32
1,1.57,0.13,0,0,0,0,4,0.22
1,2.64,0.07,0,0,0,0,4,0.28
1,0.98,1.1,0,0,0,0,4,1.2
1,2.42,0.22,0,0,0,0,4,0.31
1,1.24,1,0,0,0,0,4,0.9
1,1.12,1.11,0,0,0,0,4,0.98
0,30.39,1.79,1,0,1,1,4,1.66
1,3.32,0.154,0,0,0,0,4,0.27
1,2.63,0.39,0,0,0,0,4,0.18
0,44.14,4.29,0,1,0,0,4,0.214
2,9.52,0.07,0,0,0,0,4,0.13
1,1.5,0.89,0,0,0,0,4,0.83
1,1.36,0.44,0,0,0,0,4,0.37
1,1.01,0.24,0,0,0,0,4,0.51
1,1,0.76,0,0,0,0,4,0.78
1,2.53,0.33,0,0,0,0,4,0.32
2,11.97,0.61,0,0,0,0,4,0.44
0,0.83,10.196,0,1,0,1,4,10.111
2,1.94,0.37,0,0,0,0,4,0.64
2,1.25,0.21,0,0,0,0,4,0.24
1,2.88,0.38,0,0,0,0,4,0.51
1,2.41,1.11,0,0,0,0,4,1.25
2,1.95,0.86,0,0,0,0,4,0.7
1,1.52,0.2,0,0,0,0,4,0.2
1,1.61,0.27,0,0,0,0,4,0.15
2,1.41,1.26,0,0,0,0,4,1.23
2,1.35,0.31,0,0,0,0,4,0.22
0,1.19,2.37,0,0,1,1,4,2.42
0,1.62,6.79,0,1,1,1,4,6.61
1,2.34,0.63,0,0,0,0,4,0.48
2,1.55,1.23,0,0,0,0,4,1.28
1,1.06,0.12,0,0,0,0,4,0.16
1,1.19,1.82,0,0,0,0,4,1.7
1,3.28,0.53,0,0,0,0,4,0.18
2,3.41,5.88,0,0,0,0,4,0.29
1,1.86,0.66,0,0,0,0,4,0.5
0,2.01,0.15,0,1,0,0,4,0.22
0,1.33,9.337,0,0,0,1,4,9.281
2,0.55,0.21,0,0,0,0,4,0.59
2,3.28,0.23,0,0,0,0,4,0.25
1,2.75,0.09,0,0,0,0,4,0.46
1,1.53,0.6,0,0,0,0,4,0.69
1,0.8,0.59,0,0,0,0,4,0.46
0,1.64,0.9,0,0,0,1,4,0.96
1,1.58,0.13,0,0,0,0,4,0.26
2,1.77,1.51,0,0,0,0,4,1.51
2,16.25,4.8,0,0,0,0,4,4.9
0,20.75,1.22,0,1,0,1,4,1.69
2,1.59,0.49,0,0,0,0,4,0.21
0,1.35,6.37,0,0,1,1,4,6.17
0,1.38,11.806,0,1,0,1,4,11.775
1,1.56,0.41,0,0,0,0,4,0.41
2,0.84,0.24,0,0,0,0,4,2.42
0,1.04,2.37,0,1,1,0,4,2.5
0,1.77,3.74,0,0,1,0,4,4.32
0,24.49,7.566,0,1,0,1,4,7.677
1,1.45,0.08,0,0,0,0,4,0.05
1,2.5,0.37,0,0,0,0,4,0.39
2,1.96,0.41,0,0,0,0,4,0.33
2,2.27,0.33,0,0,0,0,4,0.28
1,3.34,0.58,0,0,0,0,4,0.58
1,1.62,0.14,0,0,0,0,4,0.01
0,1.3,1.91,0,0,1,1,4,1.96
0,45.49,7.069,0,0,0,1,1,6.889
2,2.07,0.04,0,0,0,0,4,0.03
1,1.84,0.7,0,0,0,0,4,0.56
0,1.26,3.88,0,0,1,1,4,5.22
2,39.8,1.54,0,0,0,0,4,1.61
0,2.74,3.6,0,1,0,1,4,3.64
2,28.42,0.25,0,0,0,0,4,0.27
1,1.87,0.44,0,0,0,0,4,0.38
0,82.46,0.041,0,1,0,0,4,0.032
1,1.63,0.35,0,0,0,0,4,0.34
1,1.51,0.53,0,0,0,0,4,0.93
1,2.47,0.09,0,0,0,0,4,0.11
2,1.75,0.9,0,0,0,0,4,0.49
1,1.04,1.02,0,0,0,0,4,1.02
2,1.39,1.83,0,0,0,0,4,1.9
2,2.96,0.17,0,0,0,0,4,0.21
1,2.43,0.33,0,0,0,0,4,0.37
2,1.46,0.04,0,0,0,0,4,0.31
1,1.57,1.13,0,0,0,0,4,0.06
2,2.74,0.77,0,0,0,0,4,0.75
1,2.64,0.105,0,0,0,0,4,0.428
0,1.62,7.51,0,0,0,1,4,7.58
2,2.41,0.93,0,0,0,0,4,0.98
1,1.49,0.66,0,0,0,0,4,0.64
0,1.8,8.331,0,1,1,1,4,8.428
0,5.53,0.11,0,0,0,0,4,0.103
0,0.99,9.33,0,0,1,1,4,9.24
1,1.33,0.46,0,0,0,0,4,0.48
1,3.21,1.05,0,0,0,0,4,0.98
1,1.4,0.56,0,0,0,0,4,0.53
0,0.72,9.309,0,0,0,1,4,9.591
0,1.25,6.259,0,1,0,1,4,6.264
1,0.88,0.15,0,0,0,0,4,0.1
1,0.91,0.59,0,0,0,0,4,0.61
1,2.21,1.46,0,0,0,0,4,2.27
1,3.36,0.94,0,0,0,0,4,1.12
2,0.67,0.53,0,0,0,0,4,0.97
2,1.37,0.26,0,0,0,0,4,0.34
1,1.43,0.4,0,0,0,0,4,0.36
0,1.36,4.34,0,0,0,1,4,4.24
1,1.71,0.47,0,0,0,0,4,0.55
2,2.27,0.65,0,0,0,0,4,0.55
0,1.97,5.12,0,0,0,1,4,4.76
2,1.32,1.22,0,0,0,0,4,0.14
0,2.46,4.95,0,0,0,1,4,4.97
1,1.47,0.17,0,0,0,0,4,0.23
0,91.91,0.38,0,1,0,0,4,0.35
1,0.89,0.63,0,0,0,0,4,0.57
2,1.15,0.38,0,0,0,0,4,0.29
1,1.74,0.31,0,0,0,0,4,0.4
2,2.34,0.08,0,0,0,0,4,0.37
0,1.08,7.88,0,0,1,1,4,7.78
2,1.66,0.34,0,0,0,0,4,0.28
1,2.38,0.3,0,0,0,0,4,0.34
1,1.42,0.62,0,0,0,0,4,0.66
0,1.13,7.834,0,0,0,1,4,7.796
2,1.48,1,0,0,0,0,4,1.11
2,19.1,3.1,0,0,0,0,4,1.96
1,2.83,0.113,0,0,0,0,4,0.133
0,1.11,0.17,0,1,0,0,4,0.02
2,2.73,1.53,0,0,0,0,4,0.451
1,0.92,0.41,0,0,0,0,4,0.57
1,3.52,0.19,0,0,0,0,4,0.12
1,1.37,0.87,0,0,0,0,4,0.87
1,1.58,0.62,0,0,0,0,4,0.66
2,2.21,0.16,0,0,0,0,4,0.19
0,9.16,5.08,0,1,1,1,4,6.54
2,1.51,0.42,0,0,0,0,4,0.41
1,1.54,0.19,0,0,0,0,4,0.23
1,1.32,1.17,0,0,0,0,4,1.2
1,2.07,0.38,0,0,0,0,4,0.45
1,1.84,0.21,0,0,0,0,4,0.16
0,1.27,6.86,0,0,1,1,4,6.85
1,0.91,2.51,0,0,0,0,4,2.69
0,0.99,4.33,0,0,0,1,4,4.44
2,1.98,0.44,0,0,0,0,4,0.25
2,1.53,0.49,0,0,0,0,4,0.47
1,1.32,0.96,0,0,0,0,4,0.94
2,2.4,0.58,0,0,0,0,4,0.69
1,3.24,0.36,0,0,0,0,4,0.17
1,1.27,0.34,0,0,0,0,4,0.32
0,1.82,7.2,0,1,1,1,4,7.24
2,1.59,0.79,0,0,0,0,4,0.98
1,1.36,0.46,0,0,0,0,4,0.44
2,1.65,0.28,0,0,0,0,4,0.15
0,25.5,6.6,0,0,0,1,4,6.528
1,3.76,0.29,0,0,0,0,4,0.23
1,2.13,0.74,0,0,0,0,4,0.68
1,2.11,0.45,0,0,0,0,4,0.64
2,2.66,0.39,0,0,0,0,4,0.43
0,2.12,1.41,1,0,1,1,0,1.24
2,2.11,0.56,0,0,0,0,4,0.34
1,2.44,0.23,0,0,0,0,4,0.14
1,1.44,0.46,0,0,0,0,4,0.37
2,0.92,0.81,0,0,0,0,4,0.79
2,0.77,1.55,0,0,0,0,4,1.47
2,2.73,0.37,0,0,0,0,4,0.53
1,1.73,0.12,0,0,0,0,4,0.28
1,1.72,0.32,0,0,0,0,4,0.41
0,1.37,4.92,0,1,1,1,4,4.87
0,13.96,5.76,0,0,0,1,4,5.67
2,25.82,0.3,0,0,0,0,4,0.23
1,1.48,0.63,0,0,0,0,4,0.74
1,2.4,0.18,0,0,0,0,4,0.13
1,2.72,0.15,0,0,0,0,4,0.28
1,2.51,1.4,0,0,0,0,4,1.48
1,1.56,0.14,0,0,0,0,4,1.31
1,0.92,0.26,0,0,0,0,4,1.04
1,1.24,0.12,0,0,0,0,4,1.37
0,1.08,0.21,0,1,0,0,4,0.13
2,1.19,4.55,0,0,0,0,4,0.58
0,1.74,12.1,0,0,0,1,4,12.1
0,77.12,12.476,0,1,1,1,4,12.499
0,1.08,6.16,0,1,1,1,4,6.24
0,1.06,6.305,0,0,0,1,4,6.385
1,0.93,0.5,0,0,0,0,4,0.79
2,1.55,0.77,0,0,0,0,4,0.2
1,1.46,1.54,0,0,0,0,4,1.88
1,1.02,3.8,0,0,0,0,4,0.49
2,1.49,1.4,0,0,0,0,4,1.55
0,0.76,6.07,0,1,0,1,4,6.25
2,1.19,0.36,0,0,0,0,4,0.43
1,0.87,0.24,0,0,0,0,4,0.05
1,2.21,0.16,0,0,0,0,4,0.48
1,2.2,0.33,0,0,0,0,4,0.54
2,1.75,1.61,0,0,0,0,4,1.73
1,3.21,0.44,0,0,0,0,4,0.29
1,1.68,0.34,0,0,0,0,4,0.28
1,2.69,0.24,0,0,0,0,4,0.1
1,1.52,0.24,0,0,0,0,4,0.07
1,1.18,7,0,0,0,0,1,6.9
0,1.46,1.22,0,1,1,0,4,1.18
2,2.11,2.7,0,0,0,0,4,0.32
1,1.3,2.05,0,0,0,0,4,1.58
0,1.07,5.65,0,1,0,1,4,5.86
2,2.27,2.17,0,0,0,0,4,3.22
2,1.5,0.86,0,0,0,0,4,3.48
1,1.36,0.21,0,0,0,0,4,0.3
2,1.12,0.76,0,0,0,0,4,0.93
2,2.31,0.59,0,0,0,0,4,0.46
0,1.24,5.64,0,0,1,1,4,5.57
0,1.49,0.06,0,1,1,1,4,10.8
1,3.54,0.08,0,0,0,0,4,0.11
0,2.82,13.384,0,1,0,1,4,7.272
0,1.07,7.98,0,0,0,1,4,8.165
1,1.51,2.51,0,0,0,0,4,2.55
1,1.62,0.03,0,0,0,0,4,0.07
1,1.43,0.56,0,0,0,0,4,0.55
0,1.57,1.19,0,1,0,1,4,1.1
0,8.91,4.43,0,1,1,1,4,6.345
2,27.21,0.43,0,0,0,0,4,0.59
0,1.03,5.6,0,0,0,1,4,5.57
0,1.11,5.95,0,0,1,1,4,5.91
0,1.38,20.5,1,0,1,1,4,20.4
2,1.3,0.53,0,0,0,0,4,0.19
1,2.88,0.26,0,0,0,0,4,0.67
1,2.12,0.75,0,0,0,0,4,0.74
2,4.52,0.164,0,0,0,0,4,0.16
1,1.33,0.76,0,0,0,0,4,0.73
1,2.17,0.5,0,0,0,0,4,0.57
2,22.19,0.14,0,0,0,0,4,0.14
2,1.54,0.4,0,0,0,0,4,0.53
1,1.26,0.82,0,0,0,0,4,1.22
2,1.77,0.97,0,0,0,0,4,1.35
0,1.72,8.845,0,1,0,1,4,8.948
1,1.84,0.21,0,0,0,0,4,0.23
1,2.1,0.77,0,0,0,0,4,0.73
1,4.04,0.16,0,0,0,0,4,0.16
1,1.7,0.33,0,0,0,0,4,0.3
2,1.88,0.22,0,0,0,0,4,0.29
1,1.88,0.06,0,0,0,0,4,0.1
0,1.31,5.12,0,0,0,1,4,5.19
2,3.02,0.5,0,0,0,0,4,0.29
1,0.7,0.5,0,0,0,0,4,0.6
1,0.65,0.79,0,0,0,0,4,0.95
2,0.57,0.82,0,0,0,0,4,0.83
0,1.4,3.46,0,0,0,1,4,3.3
2,1.64,4.8,0,0,0,0,4,0.86
1,1.93,0.22,0,0,0,0,4,0.2
2,1.02,0.2,0,0,0,0,4,0.31
2,1.04,0.25,0,0,0,0,4,0.41
1,0.67,0.58,0,0,0,0,4,0.6
0,1.21,10.55,0,0,1,1,4,8.07
1,2.1,0.42,0,0,0,0,4,0.27
2,1.78,0.1,0,0,0,0,4,0.5
1,1.52,0.11,0,0,0,0,4,0.17
1,2.76,1.44,0,0,0,0,4,2.74
2,1.8,0.47,0,0,0,0,4,0.5
1,1.78,0.11,0,0,0,0,4,0.14
1,2.31,0.26,0,0,0,0,4,0.3
0,1.84,10.08,0,0,1,1,4,10.05
1,1.34,0.06,0,0,0,0,4,0.14
1,0.98,0.31,0,0,0,0,4,0.34
0,0.69,7,0,0,1,1,4,6.8
1,1.15,0.28,0,0,0,0,4,0.59
1,0.89,0.53,0,0,0,0,4,0.48
1,2.07,0.3,0,0,0,0,4,0.58
1,0.7,1.01,0,0,0,0,4,0.98
2,0.93,1.07,0,0,0,0,4,1.04
1,1.78,0.29,0,0,0,0,4,0.37
2,1.42,0.86,0,0,0,0,4,1.02
1,1.61,0.67,0,0,0,0,4,0.57
1,1.48,0.27,0,0,0,0,4,0.05
0,131.4,6.594,0,0,1,1,4,6.484
1,1.93,0.21,0,0,0,0,4,0.2
2,1.26,8.7,0,0,0,0,4,9.3
1,3.52,0.23,0,0,0,0,4,0.42
1,1.94,0.64,0,0,0,0,4,0.46
1,0.7,0.54,0,0,0,0,4,0.33
0,2.15,6.12,1,0,0,1,4,6.14
0,2.7,0.43,0,1,0,0,4,0.45
2,1.65,0.78,0,0,0,0,4,0.33
0,0.4,1.5,0,0,1,1,4,1.48
0,0.34,1.46,0,1,0,0,4,1.21
1,2.2,1.04,0,0,0,0,4,0.4
1,1.43,0.29,0,0,0,0,4,0.21
2,1.98,0.85,0,0,0,0,4,0.94
2,2.25,0.78,0,0,0,0,4,0.69
1,1.56,0.93,0,0,0,0,4,0.85
0,28.17,4.15,0,1,1,1,4,4.12
2,2.52,0.52,0,0,0,0,4,0.54
1,1.45,0.66,0,0,0,0,4,0.53
1,1.51,0.6,0,0,0,0,4,0.69
1,1.44,0.32,0,0,0,0,4,0.29
1,1.21,0.13,0,0,0,0,4,0.24
1,1.27,0.06,0,0,0,0,4,0.18
1,1.68,0.4,0,0,0,0,4,1.15
2,1.83,0.34,0,0,0,0,4,0.43
1,0.6,0.31,0,0,0,0,4,0.88
0,1.24,8.62,0,0,1,1,4,8.56
0,1.24,1.66,0,1,1,1,4,1.6
2,1.06,0.71,0,0,0,0,4,0.99
1,1.39,0.34,0,0,0,0,4,0.18
2,1.15,0.35,0,0,0,0,4,0.45
0,0.91,9.464,0,0,0,1,4,9.386
0,0.91,1.91,0,0,1,1,4,2.13
2,1.37,4.9,0,0,0,0,4,5.1
0,1.3,2.19,0,0,0,1,4,2.15
1,1.36,0.67,0,0,0,0,4,0.58
2,1.89,0.38,0,0,0,0,4,0.29
2,2.04,3.6,0,0,0,0,4,0.69
0,1.6,8.07,0,1,0,1,4,8.18
1,6.08,0.084,0,0,0,0,4,0.25
2,2.58,0.07,0,0,0,0,4,0.06
0,29.28,9.04,0,0,1,1,4,9.086
0,51.02,0.79,0,0,0,1,4,0.8
0,2.29,15.381,0,1,1,1,4,15.326
0,1.75,10.97,0,1,1,1,4,10.98
1,1.72,0.36,0,0,0,0,4,0.39
2,0.53,0.89,0,0,0,0,4,0.78
0,1.01,9.189,0,0,0,1,4,9.288
1,0.78,0.73,0,0,0,0,4,0.72
2,2.34,0.44,0,0,0,0,4,0.23
1,1.55,0.32,0,0,0,0,4,0.4
1,1.42,0.66,0,0,0,0,4,0.86
1,1.08,1.22,0,0,0,0,4,0.95
1,1.13,0.15,0,0,0,0,4,0.5
1,1.22,1.34,0,0,0,0,4,0.58
2,2.72,2.64,0,0,0,0,4,3.11
0,1.45,13.9,0,0,1,1,4,13.8
0,1.89,2.98,0,0,0,1,4,2.64
2,2.31,0.25,0,0,0,0,4,0.15
2,1.99,0.92,0,0,0,0,4,1
0,2.41,2.65,0,1,1,1,4,2.41
1,1.96,0.73,0,0,0,0,4,0.34
1,1.31,0.39,0,0,0,0,4,0.4
0,1.64,5.67,0,0,0,1,4,5.61
1,1.38,0.42,0,0,0,0,4,0.38
1,2.07,0.63,0,0,0,0,4,0.63
0,1.92,4.54,0,0,0,1,4,4.6
1,1.53,0.7,0,0,0,0,4,1.23
0,1.38,7.582,0,1,0,1,4,7.619
0,23.92,9.77,0,1,1,1,4,9.73
0,1.4,5.28,0,1,0,0,4,0.66
1,2.1,0.25,0,0,0,0,4,0.3
0,0.64,9.44,0,0,1,1,4,9.39
0,0.99,6.55,0,1,0,1,4,6.6
1,1.24,0.31,0,0,0,0,4,0.22
1,2.17,0.03,0,0,0,0,4,0.07
2,1,0.03,0,0,0,0,4,0.11
0,10.65,2.86,0,0,0,1,4,2.97
2,9.91,0.23,0,0,0,0,4,0.38
1,2.25,0.1,0,0,0,0,4,0.21
1,1.89,0.65,0,0,0,0,4,0.32
1,1.45,0.3,0,0,0,0,4,0.27
2,3.45,0.74,0,0,0,0,4,0.35
2,1.33,0.31,0,0,0,0,4,0.25
1,2.39,0.43,0,0,0,0,4,0.27
1,2.61,0.56,0,0,0,0,4,0.49
2,14.81,0.2,0,0,0,0,4,0.33
0,0.56,1.78,0,0,0,1,4,1.56
1,1.38,0.31,0,0,0,0,4,0.41
1,1.35,0.21,0,0,0,0,4,0.26
0,23.41,10.31,1,0,0,1,4,10.24
1,1.29,0.11,0,0,0,0,4,0.11
0,13.89,10.069,0,1,1,1,4,9.994
0,25.01,1.36,0,0,1,1,4,1.47
2,1.39,0.84,0,0,0,0,4,0.95
2,29.64,0.09,0,0,0,0,4,0.088
0,96.99,3.36,0,1,0,0,4,3.33
2,23.4,0.092,0,0,0,0,4,0.07
1,6.01,0.249,0,0,0,0,4,0.316
1,2.07,0.64,0,0,0,0,4,0.59
0,54.6,9,0,1,0,0,4,0.104
0,1.46,8.96,1,0,0,1,4,8.78
0,1.04,9.142,0,1,0,1,4,9.208
1,1.98,0.42,0,0,0,0,4,0.32
2,1.2,2.68,0,0,0,0,4,2.78
0,0.97,4.99,0,1,0,1,4,5.29
0,2.02,9.512,0,0,0,1,4,9.469
1,1.86,1.57,0,0,0,0,4,1.23
1,1.22,0.23,0,0,0,0,4,0.3
2,3.33,6.09,0,0,0,0,4,0.21
2,1.94,0.22,0,0,0,0,4,0.33
0,0.92,5.42,0,1,1,1,4,5.75
1,1.27,0.29,0,0,0,0,4,0.35
0,31.06,16.298,0,0,0,1,4,16.301
2,4.49,0.171,0,0,0,0,4,0.089
0,6.47,13.37,0,0,1,0,4,13.694
0,1.88,10.9,0,1,0,1,4,12.98
