0,0.32111,0.080214,0,1,0,0,0.25,0.080368
0,0.00013906,0.029571,0,1,1,1,1,0.025112
0,1.0532e-05,0.057449,0,1,1,1,1,0.060268
0,0.00020849,0.0022912,0,1,0,0,1,0.0012723
1,3.2943e-06,0.001693,0,0,0,0,1,0.054576
1,6.8881e-06,0.0047404,0,0,0,0,1,0.0042411
0,4.3425e-06,0.030587,0,0,1,0,1,0.027567
0,0.00013332,0.035102,0,1,0,1,1,0.02952
1,7.2874e-06,0.0011287,0,0,0,0,1,0.0021205
1,1.0582e-05,0.0086907,0,0,0,0,1,0.0087054
1,1.707e-05,0.0041761,0,0,0,0,1,0.0043527
1,5.5903e-06,0.0027088,0,0,0,0,1,0.003125
1,1.4175e-05,0.0047404,0,0,0,0,1,0.0061384
0,6.2891e-06,0.0064334,0.0021505,0,0,0,0.25,0.0043527
1,1.3876e-05,0.00045147,0,0,0,0,1,0.0047991
1,7.1876e-06,0.0058691,0,0,0,0,1,0.0063616
1,1.2029e-05,0.0031603,0,0,0,0,1,0.0011161
0,0.00022836,9.0293e-05,0,1,0,0,1,0.001183
0,0.00029754,9.0293e-05,0,1,0,0,1,0.00021205
0,1.4924e-05,0.011287,0,0,0,1,1,0
1,1.4375e-05,0.0011287,0,0,0,0,1,0.0012277
0,5.8998e-05,0.041874,0.0021505,0,0,1,1,0.044085
1,8.7848e-06,0.0089165,0,0,0,0,1,0.008817
0,8.1858e-06,0.042889,0.0021505,0,0,0,1,0.043192
1,1.0682e-05,0.00094808,0,0,0,0,1,0.0021205
0,0.00023894,0.00024831,0,1,0,0,1,0.0011496
0,6.7883e-06,0.03228,0,0,0,1,1,0.034487
0,2.5905e-05,0.013093,0,1,0,0,1,0.0045759
0,6.6285e-05,0.064334,0.0021505,0,1,0,1,0.061384
1,1.3077e-05,0.0015463,0,0,0,0,1,0.0016071
1,3.8434e-05,0.00098194,0,0,0,0,1,0.0013616
1,7.2874e-06,0.0023702,0,0,0,0,1,0.0066964
0,8.2358e-06,0.092664,0,0,1,1,1,0.089621
1,6.8382e-06,0.0079007,0,0,0,0,1,0.0066964
0,3.2494e-05,0.0023476,0,1,0,0,1,0.001942
1,1.2928e-05,0.0018059,0,0,0,0,1,0.0041295
0,7.8864e-06,0.049661,0.0021505,0,0,0,0.25,0.047991
